courses,average_rating,name,slug,num_courses,num_reviews,sentiment
"['INFM289I', 'LBSC690', 'INST631', 'LBSC708L', 'INST775', 'INST888', 'INFM743', 'ENPM808W', 'INST627', 'INST632', 'INST799', 'INFM799', 'INST810', 'INST709', 'INST809', 'INST309', 'INST633', 'INST414', 'INST462', 'ENPM809G', 'INST670', 'INST671', 'INST673', 'INST326', 'EXST030', 'INST155', 'INST408N', 'INST608N', 'INST899', 'INST462', 'INST818', 'INST151', 'INST155', 'INST709', 'INST808', 'INST155', 'INST462', 'INST633', 'INST670', 'INST671', 'INST673', 'INST151', 'INST462', 'INST608N', 'INST633', 'INST462', 'INST151', 'INST462', 'INST608N', 'INST633', 'INST151', 'INST155', 'INST462', 'INST818', 'INST608S', 'INST878O', 'INST151']",4.0,Jennifer Golbeck,golbeck,57,17,0.022133227656869328
"['PHSC415', 'PHSC425', 'FIRE180', 'FIRE280', 'FIRE120H', 'SPHL399', 'FIRE198', 'FIRE120', 'FIRE298', 'FIRE398', 'FIRE398', 'PHSC415', 'SPHL399', 'FIRE120', 'FIRE298', 'FIRE398', 'PHSC415', 'FIRE198', 'FIRE398', 'PHSC415', 'SPHL399', 'FIRE199', 'PHSC415', 'FIRE199', 'PHSC415', 'FIRE120', 'FIRE298', 'FIRE398', 'PHSC415', 'FIRE198', 'FIRE398', 'PHSC415', 'FIRE120', 'FIRE298', 'FIRE398', 'PHSC415']",5.0,Jessica O'Hara,o'hara,36,12,0.7324207325776418
"['ASTR330', 'ASTR430', 'ASTR100', 'ASTR688J', 'ASTR220', 'ASTR630', 'ASTR220', 'ASTR230', 'ASTR399', 'ASTR220', 'ASTR630']",4.7273,Jessica Sunshine,sunshine,11,11,0.8068515116518195
"['BMGT353', 'BUMK706', 'BUSI778F', 'BUMK758M', 'BUSM710', 'BMGT858M', 'GEOG579B', 'BUMK758K', 'BUSI735', 'BMGT858P', 'BMGT353', 'BMGT858P', 'BUSI735', 'BUSM710', 'BMGT453', 'BMGT858P', 'BUMK770', 'BMGT453']",4.5455,Jie Zhang,zhang_jie,18,11,0.28942131996154785
"['ENSP102', 'ENSP330', 'ENSP400', 'ENSP340', 'ENSP342', 'GEMS296', 'GEMS396', 'ENSP399E', 'GEMS297', 'GEMS397', 'GEMS496', 'GEMS497', 'ENSP370', 'ENSP330', 'ENSP330', 'ENSP400', 'ENSP102', 'ENSP330', 'ENSP370', 'ENSP330', 'ENSP400', 'ENSP102', 'ENSP370', 'ENSP330', 'ENSP400', 'ENSP203']",4.8947,Joanna Goger,goger,26,19,0.7805775466718172
"['MATH220', 'MATH734', 'MATH130', 'MATH432', 'MATH131', 'MATH402', 'MATH730', 'MATH406', 'MATH136']",2.4211,Joel Cohen,cohen_joel,9,19,-0.6765580240048861
"['BSCI279P', 'BSCI189I', 'CPSP219L', 'BSCI348T', 'EXST155', 'BSCI150', 'BSCI150', 'CLFS609L', 'BSCI338V', 'CLFS609L']",4.1333,Joelle Presson,presson,10,15,0.46282543738683063
"['GVPT831', 'BSST332', 'GVPT100', 'GVPT888T', 'GVPT301', 'BSST399T', 'GVPT201', 'GVPT888I', 'GVPT359I', 'GVPT201', 'GVPT729B', 'GVPT201', 'GVPT729B', 'GVPT888I', 'GVPT201', 'GVPT729B']",3.0667,Johanna Birnir,birnir,16,30,-0.397272123893102
"['CMSC828U', 'GEMS497', 'CMSC733', 'GEMS296', 'CMSC426', 'GEMS297', 'GEMS396', 'CMSC798F', 'CMSC828T', 'ENPM808T', 'GEMS397', 'GEMS496', 'CMSC828Y', 'ENPM673', 'CMSC798', 'NACS898', 'ENAE788M', 'ENSE799', 'NACS899', 'CMSC426', 'CMSC477', 'ENSE799', 'NACS899', 'ENSE799', 'CMSC426', 'CMSC733', 'CMSC426']",2.2963,John Aloimonos,aloimonos,27,27,-0.4766202105416192
"['ENGL241', 'ENGL432', 'ENGL440', 'ENGL379J', 'ENGL379O']",4.25,John Auchard,auchard,5,16,0.3855299614369869
"['BSCI223', 'BSCI283', 'BSCI348A', 'BSCI412', 'BSCI223', 'BSCI348A', 'BSCI223', 'BSCI348A', 'BSCI223', 'BSCI348A', 'BSCI223', 'BSCI348A', 'BSCI223', 'BSCI348A', 'BSCI348A']",3.375,John Buchner,buchner,15,16,0.12998917698860168
"['HONR219Z', 'HONR217']",3.05,John Carlson,carlson_john,2,20,-0.022267410159111024
"['ENGL101', 'ENGL212', 'ENGL265', 'ENGL241', 'LGBT265', 'CMLT277', 'ENGL250', 'WMST255', 'ENGL394', 'ENGL101S', 'ENGL360', 'ENGL101S', 'ENGL301', 'ENGL222', 'ENGL394', 'ENGL301', 'ENGL222']",4.7222,John MacIntosh,macintosh,17,18,0.786811845170127
"['GVPT884', 'GVPT282', 'GVPT484', 'GVPT289L', 'GVPT484H', 'GVPT210', 'GVPT354', 'GVPT780', 'GVPT289U', 'GVPT289U', 'GVPT210', 'GVPT354', 'GVPT354', 'GVPT888D']",4.7273,John McCauley,mccauley_john,14,11,0.8137387687509711
"['HONR219D', 'GEOL212', 'GEOL342', 'GEOL431', 'CPSG230', 'CPSG250', 'GEOL331', 'CPSP359G', 'CPSG100', 'CPSP118G', 'CPSP218G', 'CPSG240', 'CPSG200', 'GEOL388I', 'BSCI392', 'BSCI393', 'GEOL391', 'GEOL392', 'BSCI333', 'CPSG100', 'CPSG200', 'GEOL212', 'GEOL331', 'CPSG230', 'CPSG240', 'CPSG250', 'CPSP359I', 'GEOL431', 'CPSG100', 'CPSG200', 'GEOL212', 'GEOL342', 'CPSP359G', 'BSCI392', 'BSCI393', 'CPSG230', 'CPSG240', 'CPSG250', 'CPSP359G', 'GEOL391', 'GEOL392', 'BSCI333', 'CPSG100', 'GEOL212', 'GEOL331', 'GEOL386', 'CPSG200']",4.8333,John Merck,merck,47,12,0.7016709297895432
"['ECON305', 'ECON330', 'ECON201', 'ECON670', 'ECON488W']",3.3788,John Neri,neri,5,66,-0.13668267474030005
"['CHEM131', 'CHEM474', 'CHEM135', 'CHEM271', 'CHEM131S']",2.6786,John Ondov,ondov,5,28,-0.2697882332972118
"['SOCY441', 'SOCY200', 'SOCY200H', 'SOCY699T', 'SOCY653', 'SOCY699Q']",4.3158,John Pease,pease,6,19,0.3657596738714921
"['ECON201', 'ECON330', 'ECON601', 'ECON709', 'ECON808', 'ECON698', 'ECON201', 'ECON709', 'ECON201', 'ECON601', 'ECON709', 'ECON709', 'ECON698', 'ECON698', 'ECON201', 'ECON601', 'ECON709', 'ECON709', 'ECON201', 'ECON601', 'ECON709']",4.3393,John Shea,shea_john,21,56,0.47499509368624004
"['ECON312', 'ECON311', 'ECON412', 'ECON613', 'ECON611', 'ECON709', 'ECON848', 'ECON878', 'ECON311', 'ECON613', 'ECON611', 'ECON311', 'ECON311', 'ECON613', 'ECON311']",4.0,John Wallis,wallis,15,22,0.3280655172738162
"['HIST224', 'HIST419J', 'HIST225', 'HIST619Q', 'HIST433', 'HIST428J']",4.5,Jon Sumida,sumida,6,14,0.690296049628939
"['AASP100', 'AASP100H', 'AASP101', 'AASP498W', 'AASP499P', 'AASP396', 'AASP498R', 'AASP499F', 'GVPT368L', 'PLCY388B', 'AASP298G', 'AASP499Y', 'AASP499D', 'AASP211', 'AASP399']",4.8947,Jonathan England,england,15,19,0.9942242205142975
"['ENGL394', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394']",4.1212,Jonathan Rick,rick_jonathan,5,33,0.4767261364243247
"['ENEE222', 'ENEE322', 'ENEE488', 'BSCI474', 'NACS899', 'ENEE324', 'BIOL708L', 'NACS728B', 'BIOL667', 'BSCI374', 'BSCI374H', 'HLSC374', 'BIOL667', 'BSCI374', 'BSCI374H', 'HLSC374', 'BIOL667', 'BSCI374', 'HLSC374']",3.7,Jonathan Simon,simon_jonathan,19,10,0.19846774339675904
"['HONR238W', 'HONR378N', 'PHYS105', 'PHYS174', 'PHYS272', 'PHYS272H', 'PHYS499P', 'PHYS105', 'PHYS106', 'PHYS105', 'PHYS272', 'PHYS272H', 'PHYS106', 'PHYS105', 'PHYS106', 'PHYS105']",3.9,Jordan Goodman,goodman_jordan,16,20,0.190381196141243
"['BIOE332', 'GEMS397', 'BIOE689J', 'GEMS496', 'GEMS497', 'BIOE604', 'GEMS296', 'GEMS297', 'BIOE489H', 'BIOE489M', 'BIOE605', 'GEMS396', 'BIOE689C', 'BIOE331', 'BIOE232', 'BIOE606', 'BIOE371', 'BIOE371', 'BIOE605', 'BIOE610', 'BIOE371', 'BIOE610', 'BIOE371', 'BIOE606', 'BIOE610']",1.5833,Jose Aranda-Espinoza,aranda-espinoza,25,36,-0.7830462836556964
"['BMGT363', 'BMGT364', 'BMGT390H', 'BMGT463', 'BMGT468Z', 'HONR258E', 'ENES390H', 'BUMO758W']",3.3333,Jose Suarez,suarez,8,18,-0.10708518160714044
"['BMGT443', 'BUFN760', 'BUSO758V', 'BUSO758P', 'BMGT443', 'BUSO758P', 'BMGT443', 'BMGT443', 'BUSO758P', 'BMGT443', 'BMGT443', 'BMGT443']",3.88,Joseph Perfetti,perfetti,12,25,0.0892900824546814
"['BSCI440', 'BSCI338N', 'BSCI339G', 'BIOL708N', 'BIOL708E', 'NACS728N', 'NACS644', 'NACS898', 'NACS799', 'NACS640', 'BSCI440', 'BSCI450', 'NACS899', 'BIOL708M', 'BSCI450']",2.8462,Joshua Singer,singer_joshua,15,13,-0.32854033891971296
"['BSCI105', 'ENTM788C', 'BSCI105M', 'TOXI609']",4.2424,Judd Nelson,nelson_judd,4,33,0.259946629856572
"['MATH110', 'MATH107', 'MATH107', 'MATH107', 'MATH107', 'MATH107', 'MATH107', 'MATH107']",4.6364,Julie Daberkow,daberkow,8,11,0.773925477808172
"['AAST200', 'EDCP776', 'SOCY410', 'EDCP498A', 'EDCP772', 'EDCP775', 'SOCY627', 'EDCP741', 'AAST222', 'AMST298C', 'SOCY699V', 'AAST378', 'AAST388', 'EDCP799A', 'AAST498A', 'EDCP798A', 'EDCP798D', 'AAST498B', 'SOCY498G', 'EDCP655', 'EDCP888A', 'HESI202', 'EDCP788', 'SOCY380', 'AAST378', 'AAST388', 'EDCP742', 'EDCP772', 'HESI202', 'EDCP788', 'EDCP888A', 'EDCP888A', 'EDCP798G', 'AAST222', 'AAST388', 'EDCP772', 'SOCY222', 'AAST200', 'AMST298C', 'EDCP788', 'EDCP888A', 'SOCY627', 'AAST200', 'AAST388', 'AMST298C', 'SOCY410']",2.5,Julie Park,park_julie,46,16,-0.2635108344256878
"['BMGT498G', 'BMGT398W', 'BMGT341', 'BMGT341F', 'BMGT448F', 'BMGT342F', 'BMGT341', 'BMGT341', 'BMGT342F', 'BMGT341', 'BMGT341F', 'BMGT398W', 'BMGT341', 'BMGT342F', 'BMGT341', 'BMGT341F', 'BMGT398W', 'BMGT341', 'BMGT342F']",4.3077,Julie Pavlovsky,pavlovsky,19,13,0.3631302622648386
"['HIST236', 'HIST408J', 'HIST429A', 'UNIV101', 'HIST408X', 'HIST329P', 'HIST419A', 'FILM359J', 'SLLC368J', 'HIST236', 'HIST236', 'HIST429A', 'HIST217', 'HIST419A', 'HIST329P', 'HIST329P', 'HIST386', 'HIST329P', 'HIST386', 'HIST236', 'HIST429A', 'HIST419A', 'HIST329A']",4.5333,Julie Taddeo,taddeo,23,15,0.729909340540568
"['ENEE205', 'ENEE791', 'ENEE489Q', 'ENEE380H', 'ENEE101', 'ENEE381', 'ENEE488', 'ENEE790', 'EDSP652', 'ENEE789Q', 'ENEE380', 'ENEE205', 'ENEE101', 'ENEE290', 'ENEE101']",3.1053,Julius Goldhar,goldhar,15,19,-0.175456398411801
"['ENME350', 'ENME647', 'ENME632', 'ENES232', 'ENME350', 'ENME350', 'ENME350', 'ENES102', 'ENME350', 'ENME350']",3.1481,Jungho Kim,kim_jungho,10,27,-0.3972173200713264
"['BSCI201', 'BSCI447', 'BSCI440', 'BSCI329', 'BSCI342', 'BSCI202', 'BIOL709I', 'WMST326', 'BSCI201', 'BSCI329', 'BSCI201', 'BSCI329', 'BSCI447', 'BSCI201', 'BSCI329', 'BSCI450', 'BSCI342', 'WGSS326', 'BSCI201', 'BSCI450', 'BSCI201', 'BSCI329', 'BSCI447', 'BSCI201', 'BSCI329', 'BSCI450', 'BSCI201', 'BSCI329', 'BSCI447']",3.8143,Justicia Opoku-Edusei,opoku-edusei,29,70,0.18632793937410627
"['ENGL101H', 'ENGL101', 'ENGL101S', 'ENGL101X', 'ENGL292', 'ENGL391', 'ENGL395', 'ENGL388C', 'ENGL388V', 'ENGL394', 'ENGL297', 'IDEA101', 'ARHU380', 'ENGL378Q', 'ENGL393', 'ENGL395', 'ENGL395', 'ENGL292', 'ENGL388C', 'ENGL395', 'ENGL391', 'ENGL391', 'ENGL395', 'ENGL292', 'ENGL388C', 'ENGL395', 'ENGL395']",4.4545,Justin Lohr,lohr,27,11,0.29237519069151446
"['BMGT380', 'BUSI764', 'BMGT380H', 'BMGT381', 'BMGT496', 'BMGT110F', 'BMGT380', 'BMGT110F', 'BMGT380', 'BMGT380N', 'BMGT380', 'BUSI758L', 'BMGT110F', 'BMGT380', 'BMGT380N', 'BMGT380', 'BMGT380N', 'BMGT380']",3.5952,Justin Reyna,reyna,18,42,0.08935246155375526
"['MATH206', 'MATH241', 'MATH410', 'MATH695', 'HONR219O', 'MATH411', 'MATH445', 'STAT400', 'MATH246', 'MATH403', 'MATH406', 'MATH274', 'MATH401', 'MATH310', 'MATH431', 'CMSC351', 'CMSC250', 'MATH299Y', 'MATH206', 'CMSC456', 'ENEE456', 'MATH241', 'MATH299Y', 'MATH405', 'MATH456', 'CMSC351', 'CMSC398E', 'CMSC420', 'MATH206', 'MATH241', 'MATH403', 'CMSC250', 'CMSC420', 'MATH206', 'MATH241', 'MATH406', 'CMSC351', 'MATH206', 'CMSC398E', 'CMSC351', 'CMSC420', 'CMSC398E', 'MATH241', 'CMSC351', 'CMSC398E', 'CMSC420', 'CMSC351', 'CMSC420']",4.7172,Justin Wyss-Gallifent,wyss-gallifent,48,297,0.6518221953099825
"['CCJS100', 'CCJS452', 'CCJS498G', 'CCJS350', 'CCJS418A', 'CCJS450', 'CCJS342', 'CCJS100', 'CCJS418A', 'CCJS450', 'CCJS100', 'CCJS450', 'CCJS498G', 'CCJS100', 'CCJS342', 'CCJS450', 'CCJS498G', 'CCJS342', 'CCJS342', 'CCJS342', 'CCJS450', 'CCJS100', 'CCJS450', 'CCJS100', 'CCJS100']",4.5542,Justine Madoo,madoo,25,83,0.7344720119453338
"['PHYS106', 'PHYS420', 'PHYS407', 'PHYS260', 'PHYS758E', 'PHYS171', 'PHYS171H', 'PHYS275', 'PHYS758E', 'PHYS276', 'PHYS758E', 'PHYS401', 'PHYS276', 'PHYS401', 'PHYS401']",2.5385,Kara Hoffman,hoffman_kara,15,13,-0.5383686927648691
"['BSCI338C', 'BSCI338V', 'BSCI207', 'BSCI403', 'BSCI402', 'BIOL708C', 'BIOL608A', 'BEES608A', 'BIOL608D', 'BISI678B', 'HLSC207', 'BIOL608A', 'BISI610', 'BSCI207', 'HLSC207', 'BSCI426', 'BSCI207', 'BSCI207', 'BSCI426', 'BSCI207']",4.6585,Karen Carleton,carleton,20,41,0.7537713210757185
"['BMGT340', 'BMGT446', 'BUFN750', 'BMGT340N', 'BMGT345', 'BMGT448P', 'BMGT440F', 'BMGT340', 'BMGT340N', 'BMGT340', 'BMGT340N']",3.35,Karen Hallows,hallows,11,20,-0.09951952993869781
"['GVPT439A', 'GVPT459G', 'GVPT459I', 'GVPT101', 'HONR218G', 'MLAW100', 'HONR238U', 'GVPT439D', 'GVPT319J', 'GVPT459H', 'GVPT439A', 'GVPT459I']",3.1429,Karol Soltan,soltan,12,14,-0.2651901202542441
"['MATH141', 'MATH140', 'MATH630', 'MATH631', 'MATH858G', 'MATH410', 'MATH464', 'MATH463', 'MATH416', 'MATH270']",3.84,Kasso Okoudjou,okoudjou,10,25,0.03491231918334961
"['HIST356', 'HIST408B', 'HIST201', 'HIST289R', 'HIST319V', 'HIST211', 'WMST211', 'IMMR399', 'HIST408F', 'HIST339N', 'HIST289R', 'IMMR399', 'HIST211', 'HIST319V', 'IMMR399', 'WGSS211', 'HIST289R', 'IMMR399', 'HIST211', 'HIST319V', 'IMMR399', 'WGSS211', 'HIST211', 'IMMR399', 'WGSS211', 'HIST408F']",4.7714,Katarina Keane,keane,26,35,0.83044992685318
"['BSCI279C', 'BSCI289', 'BSCI334', 'BSCI335', 'GEMS497', 'BIOL608X', 'BSCI279H', 'EXST020', 'BSCI279B', 'UNIV100', 'BSCI289', 'BSCI289', 'BSCI279B', 'BSCI279C', 'BSCI279H', 'BSCI289', 'BSCI334', 'BSCI335', 'BSCI289', 'BSCI289', 'BSCI289', 'BSCI279B', 'BSCI279C', 'BSCI279H', 'BSCI289', 'BSCI334', 'BSCI335', 'BSCI289', 'CMNS100']",4.0909,Katerina Thompson,thompson_katerina,29,11,0.0885061567479914
"['ENGL101', 'ENGL101S', 'ENGL101H', 'ENGL101A', 'ENGL388V', 'ENGL393', 'ENGL297', 'ENGL101H', 'ENGL272', 'ENGL101H', 'ENGL388V', 'ENGL101H']",4.1818,Katherine Joshi,joshi_katherine,12,22,0.4523705542087555
"['HESP202', 'HESP404', 'HESP403', 'HESP498D', 'HESP120', 'HESP400', 'HESP406', 'HESP202', 'HESP498D']",4.1111,Kathleen Skinker,skinker,9,18,0.10013342234823439
"['MATH310', 'MATH113', 'MATH310', 'MATH310', 'MATH310', 'MATH310', 'MATH310', 'MATH310']",4.25,Kathryn Truman,truman,8,16,-0.022541407495737076
"['INFM736', 'LBSC670', 'LBSC690', 'LBSC671', 'INFM600', 'INFM700', 'INST733', 'INST311', 'INST709', 'INST799', 'INST809', 'INST810', 'INST490', 'INST208C', 'INST490', 'INST208C', 'INST210', 'INST335', 'INST208C', 'INST210', 'INST210', 'INST210', 'INST311', 'INST210', 'INST210', 'INST311', 'INST210', 'INST311', 'INST210', 'INST490']",4.1,Katy Lawley,lawley,30,10,0.2043586790561676
"['ENCE100', 'ENCE200', 'ENCE635', 'ENCE305', 'ENCE688K', 'GEMS296', 'ENCE688D', 'GEMS297', 'ENCE432', 'GEMS396', 'GEMS496', 'GEMS397', 'GEMS497', 'EDSP652', 'ENCE431', 'ENCE305', 'ENCE631', 'ENCE305', 'ENCE432', 'ENCE431', 'ENCE635', 'ENCE432', 'ENCE431', 'ENCE305', 'ENCE432']",4.5385,Kaye Brubaker,brubaker,25,13,0.6997542381286621
"['BMGT230H', 'BMGT332', 'BMGT385', 'BMGT435', 'BMGT430', 'BMGT230', 'ENTS635', 'ENTS673', 'BMGT230B', 'BMGT332', 'BMGT385', 'BMGT332', 'BMGT385', 'ENTS635', 'BMGT332', 'BMGT385', 'BMGT332', 'ENTS635', 'BMGT385', 'BMGT332', 'BMGT385', 'BMGT332', 'ENTS635', 'BUSI634']",3.0889,Kazim Ruhi,ruhi,24,45,-0.24075429439544677
"['ENEE245', 'ENEE408C', 'ENEE244', 'ENEE644', 'ENEE359F', 'ENEE750', 'ENEE200']",2.36,Kazuo Nakajima,nakajima,7,25,-0.4472078537940979
"['GEOG100', 'GEOG140', 'GEOG201', 'GEOG788T', 'GEOG345', 'GEOG211', 'GEOG398H', 'GEOG792', 'GEOG340', 'EXST030', 'GEOG384', 'GEOG384H', 'GEOG385', 'GEOG385H', 'HONR219W', 'GEOG298C', 'GEOG140', 'GEOG384', 'GEOG384H', 'GEOG385', 'GEOG385H', 'GEOG140', 'GEOG384', 'GEOG384H', 'GEOG385', 'GEOG385H', 'GEOG212', 'GEOG384', 'GEOG384H', 'GEOG385', 'GEOG385H', 'GEOG441', 'GEOG140', 'GEOG384', 'GEOG385', 'GEOG140', 'GEOG384', 'GEOG385', 'GEOG212', 'GEOG384', 'GEOG385', 'GEOG441', 'GEOG140', 'GEOG384', 'GEOG385']",3.5128,Keith Yearwood,yearwood,45,39,-0.08666496093456562
"['BSCI422', 'BSCI330', 'BSCI424', 'BSCI105', 'BSCI423', 'CLFS609E', 'BSCI105M', 'CBMG699W', 'CBMG688Q', 'GEMS296', 'GEMS297', 'CBMG688R', 'GEMS396', 'GEMS397', 'GEMS496', 'GEMS497', 'BSCI330', 'BSCI330', 'BSCI424', 'HNUH228V', 'BSCI330', 'BSCI422', 'CBMG699W', 'BSCI422', 'CLFS609E', 'BSCI422', 'CLFS609E', 'BSCI330', 'HNUH228V', 'BSCI330', 'BSCI422', 'CBMG699W', 'BSCI330', 'HNUH248Q']",3.7679,Kenneth Frauwirth,frauwirth,34,56,-0.013800332588808877
"['AREC365', 'AREC345', 'AREC846', 'AREC489G', 'AREC388', 'AREC386', 'AREC399', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'AREC847', 'AREC260', 'AREC365', 'AREC847', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'AREC386', 'AREC399', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'AREC260', 'AREC365']",3.4848,Kenneth Leonard,leonard_kenneth,27,33,-0.09091033538182576
"['FMSC487', 'FMSC760', 'FMSC498M', 'FMSC647', 'EXST030', 'FMSC186', 'SPHL399', 'FMSC286', 'FMSC215', 'FMSC382', 'FMSC487', 'FMSC215', 'SPHL399', 'FMSC186', 'FMSC286', 'FMSC487', 'FMSC215', 'FMSC382', 'FMSC487', 'FMSC647', 'SPHL399', 'FMSC487', 'FMSC789', 'FMSC487', 'FMSC487', 'FMSC186', 'FMSC286', 'FMSC487', 'HNUH288W', 'FMSC215', 'FMSC487', 'FMSC186', 'FMSC286', 'FMSC487', 'HNUH288W', 'FMSC126']",3.7391,Kerry Tripp,tripp,36,23,0.20887221719907678
"['ENES100', 'ENES221', 'ENES100A', 'ENES232', 'ENES499', 'ENES478', 'ENES102', 'HONR288O', 'EDSP652', 'ENES102H', 'ENES102', 'ENES221', 'ENES220', 'ENES102', 'ENES102', 'ENES100', 'ENES100A', 'ENES192', 'ENES102', 'ENES220', 'ENES100', 'ENES102', 'ENES220', 'ENES102', 'ENES192', 'ENES102H']",4.625,Kevin Calabro,calabro,26,48,0.6232065496345361
"['FMSC381', 'FMSC780', 'FMSC600', 'FMSC190', 'FMSC750', 'EXST030', 'FMSC810', 'FMSC606', 'FMSC190', 'FMSC601', 'FMSC190', 'FMSC381', 'FMSC190', 'FMSC601', 'FMSC780', 'FMSC810', 'FMSC190', 'FMSC601', 'FMSC789', 'FMSC190', 'FMSC190', 'FMSC190', 'FMSC381', 'FMSC190', 'FMSC190', 'FMSC381']",4.9333,Kevin Roy,roy_kevin,26,15,0.8627989252408346
"['PHYS171', 'PHYS122', 'PHYS275', 'PHYS373', 'PHYS276', 'PHYS485', 'PHYS685', 'PHYS121', 'PHYS274', 'PHYS174', 'PHYS274', 'PHYS174']",3.4167,Ki-Yong Kim,kim_ki-yong,12,12,0.16436501840750375
"['HONR238A', 'HONR238D', 'THET110', 'HHUM106', 'BSCV302', 'BSCV191', 'BSCV309', 'BSCV309C', 'EDCP108I', 'BSCV181', 'BSCV191', 'BSCV301', 'EDCP108I', 'BSCV302', 'BSCV181', 'BSCV191', 'BSCV302', 'CPCV225', 'CPSP269C']",3.4844,Korey Rothman,rothman,19,64,-0.05547686666250229
"['SOCY202', 'SOCY424', 'HONR219K', 'SOCY398B', 'SOCY789D', 'SOCY498M', 'SOCY498B', 'SOCY241', 'SOCY498T', 'AAST424', 'SOCY699R', 'SOCY699E', 'SOCY749', 'SOCY682', 'SOCY442', 'SOCY499', 'SOCY380', 'SOCY498D', 'SOCY224', 'SOCY676', 'SOCY224', 'SOCY310', 'SOCY224', 'SOCY616', 'SOCY224', 'SOCY460', 'SOCY616', 'SOCY758', 'SOCY224', 'SOCY616']",5.0,Kris Marsh,marsh_kris,30,10,0.7881463229656219
"['COMM401', 'COMM661', 'COMM458C', 'COMM700', 'COMM698F', 'ARHU158J', 'COMM760', 'COMM304', 'COMM458E', 'COMM469G', 'COMM428D', 'COMM458E', 'COMM304', 'COMM711', 'COMM304', 'COMM760', 'COMM711', 'HNUH278B', 'COMM428D', 'HNUH278B', 'COMM700', 'HNUH278B', 'COMM304']",4.5385,Kristjana Maddux,maddux,23,13,0.3803398838410011
"['ANTH689C', 'ANTH220', 'ANTH266', 'ANTH468O', 'ANTH222', 'ANTH498O', 'ANTH452', 'ANTH467', 'ANTH468C', 'ANTH688O', 'ANTH689O', 'ANTH652', 'ANTH322', 'ANTH667', 'ANTH358A', 'ANTH789', 'ANTH722', 'ANTH222', 'ANTH322', 'ANTH452', 'ANTH467', 'ANTH652', 'ANTH722', 'ANTH789', 'ANTH789', 'ANTH266', 'ANTH322', 'ANTH467', 'ANTH722']",4.5455,L Jen Shaffer,shaffer_l_jen,29,11,0.6304302161390131
"['CHEM648K', 'CHEM241', 'CHEM648G', 'CHEM898', 'BCHM889A', 'CHEM889C', 'CHEM889D', 'CHEM648P', 'CHEM241', 'CHEM648P', 'BCHM698', 'CHEM237', 'CHEM247']",3.875,Lai-Xi Wang,wang_lai-xi,13,16,0.009343959391117096
"['ENST233', 'ENST434', 'GEMS296', 'GEMS297', 'GEMS496', 'GEMS497', 'ENST472', 'ENST499Z', 'ENST689Z', 'ENST689', 'ENST689I', 'ENST689E', 'ENST388', 'ENST334', 'ENST472', 'ENST689', 'ENST233', 'ENST472', 'ENST689', 'GEMS396', 'ENST334', 'ENST388', 'ENST472', 'ENST689', 'GEMS397', 'ENST233', 'ENST472', 'ENST689', 'ENST334', 'ENST472', 'ENST689', 'ENST233', 'ENST472', 'ENST689']",4.9231,Lance Yonkos,yonkos,34,13,0.6282178301077622
"['AREC620', 'AREC240', 'AREC241', 'AREC386', 'AREC399', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'HNUH258A', 'AREC620', 'HNUH258A', 'AREC386', 'AREC399', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'AREC386', 'AREC399', 'AREC699', 'AREC799', 'AREC898', 'AREC899', 'AREC280', 'AREC620', 'AREC241', 'AREC620']",2.1538,Lars Olson,olson_lars,28,13,-0.7146614698263315
"['MUET200', 'MUSC215', 'MUSC215', 'MUSC215', 'MUSC215', 'MUSC215', 'MUSC215', 'MUSC215']",3.8889,Laura Schnitker,schnitker,8,27,0.18802054281587954
"['ENGL101', 'ENGL471', 'AASP298L', 'ENGL234', 'ENGL472', 'ENGL101X', 'ENGL393', 'AASP478K', 'AASP478N', 'ENGL348B', 'ENGL368D', 'ENGL393X', 'ENGL101X', 'CMLT235', 'ENGL101X', 'ENGL101X', 'ENGL391', 'ENGL391', 'ENGL101X', 'ENGL101X', 'ENGL101X']",3.7273,Laura Williams,williams_laura,21,11,0.43003096905621613
"['CCJS300', 'CCJS340', 'CCJS300', 'CCJS340', 'CCJS300', 'CCJS340', 'CCJS300', 'CCJS340', 'CCJS300']",4.9048,Laure Brooks,brooks_laure,9,21,0.8885048202105931
"['CMSC102', 'CMSC216', 'CMSC132', 'CMSC330', 'CMSC132H', 'CMSC132', 'CMSC216', 'CMSC216', 'CMSC132', 'CMSC132']",3.2046,Larry Herman,herman_larry,10,303,-0.11003565827742318
"['MATH456', 'MATH620', 'MATH406', 'MATH808N', 'MATH220', 'MATH299N', 'MATH808L', 'CMSC456', 'MATH120', 'MATH299P', 'ENEE456', 'MATH299O', 'MATH299E', 'CMSC456', 'ENEE456', 'MATH456', 'MATH621']",4.8571,Lawrence Washington,washington_lawrence,17,35,0.9932676417487009
