courses,average_rating,name,slug,num_courses,num_reviews,sentiment
"['PHIL140', 'PHIL341', 'PHIL428K', 'PHIL848K', 'PHIL408V', 'PHIL440', 'PHIL209A', 'PHIL848B', 'PHIL788', 'PHIL688K', 'PHIL220', 'PHIL220H', 'PHIL220', 'PHIL220']",3.4667,Samuel Kerstein,kerstein,14,15,-0.07357251644134521
"['COMM107', 'INAG110', 'INAG110', 'INAG110', 'INAG110', 'INAG110', 'INAG110', 'INAG110']",4.7813,Samuel Rubin,rubin_samuel,8,64,0.7392587950453162
"['BMGT423', 'BMGT311', 'BMGT310', 'BMGT411', 'EDCI474']",4.8333,Sandra Rose,rose_sandra,5,12,0.6768716623385748
"['AASP396', 'AASP398D', 'AASP189I', 'AASP400', 'GEOG398D', 'AASP400H', 'WMST498Y', 'AASP299I', 'WMST428C', 'GEOG398A', 'GVPT359F', 'SOCY398Y', 'AASP402', 'AASP360', 'AASP399', 'SOCY380', 'AASP230', 'AASP499C', 'AMST498E', 'SOCY498F', 'SOCY699B', 'WGSS498R', 'WMST698R', 'HNUH288B', 'HNUH288B', 'AASP479', 'HNUH288B']",2.3913,Sangeetha Madhavan,madhavan,27,23,-0.6952823530072751
"['BSCI202', 'BSCI201', 'AREC200', 'BSCI279P', 'BSCI279T', 'BSCI201', 'BSCI202', 'AREC200', 'BSCI201', 'BSCI202', 'BSCI202', 'BSCI399L', 'BSCI201', 'BSCI202', 'BSCI202', 'BSCI202']",4.3333,Sara Lombardi,lombardi,16,18,0.8583346307277679
"['BSCI370', 'BSCI106', 'BSCI106C', 'BSCI106H', 'BSCI106S', 'BSCI279V', 'BSCI106M']",2.1463,Sara Via,via_sara,7,41,-0.6522755273958531
"['GVPT100', 'GVPT409D', 'GVPT409H', 'GVPT201', 'GVPT700', 'GVPT421', 'GVPT424', 'GVPT429A', 'GVPT309C', 'GVPT722', 'BSGC399', 'GVPT201', 'HGLO101', 'BSGC399', 'GVPT722', 'BSGC399', 'BSGC399', 'HGLO101', 'HGLO208', 'BSGC399', 'GVPT201', 'HGLO101', 'HGLO208']",3.3333,Sarah Croco,croco,23,39,-0.37194090623121995
"['ENGL393', 'ENGL297', 'ENGL393X', 'ENGL398R', 'ENGL388V', 'ENGL390', 'ENGL390', 'ENGL390', 'ENGL398R', 'ENGL388V', 'AMST298Q', 'ENGL235', 'WEID139B']",4.9091,Sarah Dammeyer,dammeyer,13,11,0.9932715513489463
"['JOUR200U', 'HONR278E', 'JOUR698L', 'JOUR800', 'JOUR808B', 'JOUR175', 'JOUR458E', 'JOUR689P', 'JOUR698X', 'JOUR801', 'JOUR289F', 'JOUR479E', 'JOUR282', 'JOUR282', 'JOUR479E', 'JOUR282', 'JOUR479E', 'JOUR282', 'JOUR282', 'JOUR698R']",4.75,Sarah Oates,oates_sarah,20,12,0.8234783262014389
"['GVPT409Q', 'GVPT200', 'GVPT289J', 'GVPT889E', 'GVPT409E', 'GVPT889B', 'GVPT204', 'GVPT414', 'GVPT409M', 'GVPT414', 'GVPT204', 'GVPT409H', 'GVPT708A', 'GVPT204', 'GVPT204', 'GVPT708A', 'GVPT414', 'GVPT889B']",4.5417,Scott Kastner,kastner,18,24,0.535366969803969
"['PSYC424', 'PSYC798B', 'PSYC100', 'PSYC289E', 'PSYC111', 'UNIV798A', 'TLTC798', 'UNIV798B', 'PSYC237', 'PSYC468H', 'PSYC468H', 'PSYC237', 'PSYC237', 'PSYC237']",4.1176,Scott Roberts,roberts_scott,14,17,0.3927527280414806
"['KNES442', 'HONR258O', 'KNES440', 'KNES498Y', 'KNES610', 'KNES442H', 'KNES689O', 'KNES440H', 'KNES660', 'KNES662', 'KNES440', 'KNES440H', 'KNES660', 'KNES442', 'KNES442H', 'KNES610', 'KNES662', 'KNES440', 'KNES440H', 'KNES660', 'KNES498A', 'KNES442', 'KNES442H', 'KNES610', 'KNES662', 'KNES440', 'KNES440H', 'KNES498A', 'KNES660']",3.9286,Seppo Iso-Ahola,iso-ahola,29,14,0.2885903886386326
"['BSCI338O', 'BSCI404', 'BSCI440', 'BIOL708O', 'BIPH708O', 'BIOL704', 'BIPH704', 'BIOL708M', 'BSCI329', 'BIOL709R', 'BSCI339R', 'BSCI406', 'BISI712', 'BIOL704', 'BIPH704', 'BSCI330', 'BSCI404', 'BIOL704', 'BIPH704', 'BSCI404', 'BISI712', 'BISI712', 'BSCI330', 'BIOL704', 'BIPH704', 'BSCI404']",2.6061,Sergei Sukharev,sukharev,26,33,-0.392465049570257
"['ECON422', 'ECON771', 'ECON708', 'ECON472', 'ECON772', 'ECON878', 'ECON423', 'ECON175', 'ECON708', 'ECON417', 'ECON423', 'ECON708', 'ECON771', 'ECON175', 'ECON708', 'ECON417', 'ECON708', 'ECON771', 'ECON175', 'ECON375', 'ECON708', 'ECON375', 'ECON396', 'ECON708']",2.8182,Sergio Urzua,urzua,24,11,-0.09816391901536421
"['PHYS270', 'PHYS411', 'PHYS441', 'UNIV150', 'PHYS115', 'HONR268N', 'PHYS442', 'HONR269L', 'PHYS275', 'PHYS405', 'PHYS444', 'PHYS122', 'PHYS121', 'PHYS141', 'PHYS410', 'PHYS115', 'PHYS260', 'FIRE120', 'FIRE298', 'FIRE398', 'PHYS410', 'FIRE198', 'FIRE398', 'PHYS260', 'FIRE199', 'FIRE120', 'FIRE298', 'FIRE398', 'FIRE398', 'FIRE398']",3.9091,Shabnam Jabeen,jabeen,30,11,0.1122585426677357
"['AASP100', 'AASP402', 'AASP310', 'AASP498M', 'AASP399', 'AASP211', 'AASP100H', 'AASP100', 'AASP100', 'AASP100', 'AASP211', 'AASP211', 'AASP211', 'AASP211', 'AASP100', 'AASP100', 'AASP211', 'AASP100', 'AASP479']",4.5789,Shane Walsh,walsh_shane,19,19,0.1444194661943536
"['KNES498A', 'KNES600', 'KNES400', 'KNES497', 'KNES789N', 'KNES400H', 'KNES785', 'KNES786', 'KNES778', 'KNES293', 'KNES898', 'KNES285', 'KNES285', 'KNES778', 'KNES786', 'SPHL399', 'KNES285', 'KNES778', 'KNES786', 'KNES285', 'KNES615', 'KNES778', 'KNES786', 'SPHL399', 'KNES285', 'KNES778', 'KNES786', 'KNES898', 'KNES285', 'KNES778', 'KNES786', 'KNES898', 'KNES285', 'KNES778', 'KNES786', 'KNES778', 'KNES786', 'KNES285', 'KNES778', 'KNES786', 'KNES619']",3.8571,Shannon Jette,jette,41,14,0.27823278307914734
"['BIOE689D', 'BIOE331', 'BIOE232', 'BIOE601', 'BIOE489N', 'BIOE608', 'BIOE689U', 'BIOE464', 'GEMS297', 'GEMS396', 'GEMS397', 'BIOE232', 'BIOE464', 'BIOE232', 'BIOE232', 'BIOE232']",2.5455,Silvina Matysiak,matysiak,16,11,-0.46043757416985254
"['GVPT354', 'GVPT356', 'CPSN230', 'CPSN240', 'CPSN250', 'CPSN100', 'CPSN101', 'CPSP359N', 'CPSN230', 'GVPT356', 'GVPT105S', 'CPSN100', 'CPSN230', 'CPSN240', 'GVPT356', 'CPSN101', 'GVPT105S', 'GVPT356', 'CPSN100', 'CPSN230', 'CPSN240', 'CPSP218N', 'GVPT356', 'CPSN101', 'GVPT356', 'GVPT356', 'CPSN100', 'CPSP218N']",3.0,Stacy Kosko,kosko,28,14,-0.2881721556186676
"['ECON315', 'ECON441', 'ECON340', 'ECON443', 'ECON387', 'ECON200', 'ECON387', 'ECON200', 'ECON387', 'ECON200', 'ECON387', 'ECON443', 'ECON200', 'ECON387', 'ECON443', 'ECON200', 'ECON387', 'ECON200', 'ECON387', 'ECON443']",3.0108,Stefania Scandizzo,scandizzo,20,93,-0.38320071402416434
"['HIST332', 'HIST408P', 'HIST333', 'HIST408N', 'HIST398', 'HIST399', 'HIST601', 'HIST395', 'HIST408J', 'HIST329V', 'RELS343', 'HIST619N', 'HIST113', 'HIST339I', 'HIST339O', 'HIST332', 'HIST333', 'HIST601', 'RELS342', 'HIST333', 'HIST339O', 'RELS343', 'HIST332', 'HIST339I', 'RELS342', 'HIST113', 'HIST339O', 'HIST111', 'HIST332', 'RELS342']",4.7,Stefano Villani,villani,30,10,0.6097024083137512
"['GVPT100', 'GVPT828L', 'GVPT460', 'GVPT479D', 'GVPT388L', 'GVPT170', 'GVPT868L', 'GVPT479C', 'GVPT460H']",2.2,Stella Rouse,rouse,9,10,-0.40187847018241885
"['ENST499M', 'ENST422', 'ENST432', 'ENST689M', 'ENST622', 'ENST798', 'ENST472', 'ENST388', 'ENST689', 'ENST689Z', 'GEMS296', 'GEMS297', 'GEMS396', 'GEMS397', 'GEMS496', 'GEMS497', 'ENST388', 'ENST472', 'ENST689', 'ENST388', 'ENST432', 'ENST472', 'ENST689', 'ENST689Z', 'HNUH248B', 'ENST388', 'ENST422', 'ENST472', 'ENST622', 'ENST689', 'HNUH248B', 'ENST432', 'ENST472', 'ENST689', 'ENST689Z', 'HNUH248B', 'ENST422', 'ENST472', 'ENST622', 'ENST689', 'HNUH248B', 'ENST432', 'ENST472', 'ENST689']",4.8,Stephanie Yarwood,yarwood,44,10,0.7934980034828186
"['KNES355', 'KNES483', 'KNES222', 'KNES355H', 'KNES483H', 'KNES497', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H', 'KNES355', 'KNES355', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H', 'KNES355', 'KNES355H', 'KNES483', 'KNES483H']",1.5455,Stephen McDaniel,mcdaniel,32,11,-0.8184050863439386
"['BSCI410', 'CBMG688I', 'BSCI414', 'CBMG688P', 'CBMG699D', 'BSCI416', 'CBMG699T', 'CBMG688A', 'BISI678C', 'BISI899', 'CBMG699D', 'BSCI410', 'CBMG688A', 'CBMG688P', 'CBMG699D', 'BSCI416', 'CBMG688I', 'CBMG699D', 'BISI899', 'BISI899', 'BSCI410', 'CBMG688A', 'CBMG699D', 'CBMG688P', 'BSCI416', 'CBMG688I', 'CBMG699D', 'BSCI410', 'CBMG699D', 'BISI622']",2.4444,Stephen Mount,mount_stephen,30,18,-0.8728808164596558
"['MATH310', 'MATH734', 'MATH730', 'MATH310', 'MATH310', 'MATH310', 'MATH310', 'MATH310', 'MATH310']",3.6667,Steve Halperin,halperin,9,18,0.08591977092954847
"['PSYC100H', 'PSYC402', 'PSYC206', 'PSYC489N', 'NACS728E']",4.0833,Steven Brauth,brauth,5,12,0.34751343230406445
"['MATH140', 'MATH140H', 'STAT410', 'MATH141', 'MATH401', 'STAT470', 'MATH310', 'MATH141H', 'MATH410', 'MATH424', 'MATH402', 'MATH437', 'MATH406', 'MATH140', 'MATH140H', 'MATH402', 'MATH140', 'MATH424', 'MATH310', 'MATH406', 'MATH140', 'MATH402', 'MATH405', 'MATH424', 'MATH140', 'MATH424', 'MATH432']",3.6111,Steven Chadwick,chadwick,27,90,0.12279859383900961
"['ARTH201', 'ARTH759', 'ARTH350', 'ARTH488G', 'ARTH488E', 'ARTH759C', 'ARTH759D', 'ARTH759F', 'ARTH759K', 'ARTH488D']",4.7273,Steven Mansbach,mansbach,10,11,0.48553400148044934
"['GEOL120', 'MEES698E', 'GEOL789W', 'GEOL453', 'GEOL435', 'GEOL789L', 'GEOL489W', 'GEOL635', 'GEOL636', 'GEOL453', 'GEOL636', 'MEES698E', 'GEOL120', 'GEOL435', 'GEOL635', 'GEOL453', 'GEOL636', 'MEES698E', 'GEOL120', 'GEOL386', 'GEOL453', 'GEOL636', 'MEES698E']",4.6667,Sujay Kaushal,kaushal,23,15,0.5992078423500061
"['HONR258J', 'PHIL408O', 'PHIL308B', 'PHIL140', 'HONR218I', 'GEMS296', 'PHIL308D', 'GEMS297', 'HONR278Z', 'PHIL209E', 'GEMS396', 'GEMS397', 'GEMS496', 'GEMS497', 'PHIL788', 'PHIL808C', 'HONR359H', 'PHIL338J', 'PHIL209D', 'PHIL308Y', 'PHPE308B', 'PHIL308U', 'PHIL209D', 'PHIL308U', 'PHIL848', 'PHIL211', 'PHPE402', 'PHIL308U', 'PHIL211']",4.1111,Susan Dwyer,dwyer_susan,29,18,0.390248394674725
"['COMM250', 'COMM475']",3.0,Susan Hubbard,hubbard_susan,2,10,-0.40476582050323484
"['STAT100', 'STAT400', 'STAT430', 'STAT401', 'STAT440', 'STAT470', 'ENPM809C', 'MATH013', 'SPHL601', 'SPHL602', 'SPHL603', 'SPHL610', 'STAT100', 'STAT400', 'STAT470', 'DATA110', 'STAT100', 'STAT110', 'STAT430', 'STAT470', 'STAT430', 'STAT470', 'DATA110', 'STAT110', 'DATA110', 'STAT110', 'STAT430', 'DATA110', 'STAT110', 'DATA110', 'STAT110', 'DATA110', 'STAT110']",4.8043,Susan Mazzullo,mazzullo,33,46,0.609397239011267
"['AMST204', 'ENGL101', 'ENGL300', 'ENGL101C', 'AMST418K', 'ENGL101S', 'HONR219F', 'AMST328X', 'AMST213', 'FILM298V', 'CINE282', 'AMST204', 'AMST320', 'AMST328X', 'AMST213', 'AMST418K', 'CINE282', 'AMST213', 'AMST213', 'AMST204', 'AMST320', 'AMST213', 'AMST418K', 'CINE282', 'AMST204', 'AMST320']",4.16,Susan Pramschufer,pramschufer,26,25,0.4408528804779053
"['BMGT340', 'BMGT440F', 'BMGT345', 'BMGT440', 'BMGT340N', 'BMGT398E', 'BMGT448P', 'BUSO758J', 'BMSO778F', 'BMSO778F']",3.6538,Susan White,white_susan,10,26,0.06802487373352051
"['PUAF214', 'PUAF215', 'PUAF790', 'PLCY201', 'CPPL200', 'CPPL101', 'CPPL201', 'CPSP239P', 'PLCY309', 'CPSP339P', 'CPSP249P', 'PLCY201S', 'CPSP339P', 'CPPL100', 'CPSP339P', 'PLCY201S', 'CPPL101', 'CPSP339P', 'CPPL100', 'CPSP339P', 'PLCY201S', 'CPPL101', 'CPSP339P', 'CPPL100', 'CPSP339P', 'PLCY201S']",4.8182,Susannah Washburn,washburn,26,11,0.8558272556825117
"['PHYS411', 'PHYS401', 'PHYS711', 'PHYS859I', 'PUAF689L', 'PLCY689L', 'PHYS798J', 'PHYS235', 'PHYS798J', 'PLCY689L', 'PHYS235', 'PHYS798J', 'PLCY689L', 'PHYS235']",2.0,Sylvester Gates,gates,14,20,-0.7935548275709152
"['HLTH391', 'HLTH460', 'HLTH106', 'HLTH285', 'HLTH371', 'HLTH471', 'HLTH140', 'HLTH490', 'HLTH230', 'WMST471', 'HLTH391H', 'EXST030', 'SPHL100', 'SPHL600', 'SPHL399', 'SPHL100', 'SPHL600', 'SPHL399', 'SPHL100', 'SPHL600', 'SPHL100', 'SPHL399', 'SPHL600', 'SPHL100', 'SPHL100', 'SPHL100', 'SPHL600', 'SPHL498T', 'SPHL100', 'SPHL600', 'SPHL100', 'SPHL600']",2.6875,Sylvette La Touche-Howard,touche-howard,32,48,-0.5863798769811789
"['STAT401', 'STAT420', 'STAT702', 'SURV420', 'SPHL601', 'SPHL602', 'SPHL603', 'STAT818N', 'SPHL610', 'STAT818F', 'STAT705', 'STAT440', 'STAT705', 'STAT420', 'STAT440', 'SURV420', 'STAT705', 'STAT410', 'SURV410']",2.5833,Takumi Saegusa,saegusa,19,12,-0.5212039997180303
"['MATH220', 'MATH131', 'MATH868D', 'MATH868C', 'MATH740', 'MATH135', 'MATH437', 'MATH742', 'MATH661', 'MATH299G', 'MATH401', 'MATH430', 'MATH437']",4.4615,Tamas Darvas,darvas,13,13,0.6545541744965774
"['BSCI202', 'CLFS609I', 'CPSP219L', 'BSCI103', 'BSCI447', 'CPSP218L', 'HESP305', 'BSCI222', 'BSCI279P', 'ENTM740', 'ENTM769', 'BSCI279T', 'BSCI361', 'HONR289A', 'BSCI103M', 'ENTM701', 'BSCI202', 'BSCI155', 'BSCI202', 'ENTM710', 'HESP305', 'BSCI202', 'BSCI447', 'BSCI222', 'BSCI202', 'BSCI447', 'BSCI202', 'BSCI447', 'BSCI202', 'HESP305', 'BSCI202', 'BSCI447', 'BSCI222', 'BSCI222']",3.0645,Tammatha O'Brien,o'brien_tammatha,34,31,-0.10564379153713103
"['MATH213', 'MATH140', 'MATH113', 'MATH115', 'MATH246', 'MATH141', 'STAT400', 'MATH240', 'MATH241', 'MATH131', 'MATH241H', 'STAT464', 'MATH120', 'MATH310', 'MATH436', 'MATH461', 'MATH401', 'MATH410', 'MATH430', 'MATH695', 'MATH406', 'MATH274', 'MATH463', 'MATH246H', 'MATH240', 'MATH299R', 'MATH410', 'MATH695', 'STAT410', 'SURV410', 'MATH241', 'STAT410', 'SURV410', 'MATH246', 'MATH463', 'MATH462', 'MATH463', 'MATH206', 'MATH241', 'MATH695', 'STAT410', 'SURV410', 'MATH206', 'MATH243', 'MATH206', 'MATH243', 'MATH430', 'MATH695', 'MATH405']",4.3247,Terence Long,long_terence,49,77,0.3408517009252078
"['PHYS410', 'PHYS104', 'PHYS675', 'PHYS624', 'PHYS623', 'PHYS779A', 'PHYS879J', 'PHYS402', 'PHYS879U', 'PHYS675', 'PHYS675', 'PHYS402', 'PHYS402', 'PHYS675']",3.3,Theodore Jacobson,jacobson_theodore,14,10,-0.20728843808174133
"['PHYS625', 'PHYS260', 'PHYS161']",2.5882,Theodore Kirkpatrick,kirkpatrick,3,17,0.02947700724882238
"['ENES102', 'ENES220', 'ENME400', 'ENES221', 'EDSP652', 'ENES220', 'ENES102', 'ENES220', 'ENES102', 'ENES220', 'ENES220', 'ENES220', 'ENES102', 'ENES220', 'ENES102', 'ENES220', 'ENES102', 'ENES220', 'ENES102', 'ENES220']",4.0625,Thomas Beigel,beigel,20,48,0.13832187900940576
"['ENGL101', 'ENGL396', 'ENGL352', 'UNIV104', 'ENGL388W', 'ENGL391', 'ENGL388W', 'SPAN388W', 'ENGL388W', 'ENGL398A', 'SPAN388W', 'ENGL388W', 'SPAN388W', 'ENGL388W', 'SPAN388W', 'ENGL271', 'ENGL388W', 'SPAN388W', 'ENGL388W', 'SPAN388W']",4.3571,Thomas Earles,earles,20,14,0.5483493677207402
"['MATH403', 'MATH608P', 'MATH406', 'MATH808S', 'MATH600', 'MATH601', 'MATH606', 'MATH607', 'MATH808M', 'MATH808G', 'MATH808F', 'MATH689A', 'MATH808T', 'MATH341', 'MATH404', 'MATH603', 'MATH406', 'MATH636']",4.5,Thomas Haines,haines,18,14,0.7287476743970599
"['CPSP119G', 'CPSP239G', 'CPSP249G', 'CPSP259G', 'GEOL102', 'GEOL204', 'CPSP118G', 'CPSP218G', 'GEOL104', 'CPSG100', 'GEOL331', 'CPSG101', 'CPSG200', 'CPSG240', 'CPSG230', 'CPSG250', 'HONR259C', 'GEOL431', 'CPSP359G', 'BSCI238A', 'BSCI333', 'CPSG100', 'CPSG200', 'GEOL104', 'GEOL331', 'CPSG101', 'CPSG230', 'CPSG240', 'CPSG250', 'CPSP359G', 'GEOL102', 'GEOL204', 'GEOL431', 'CPSG100', 'CPSG200', 'GEOL104', 'CPSG101', 'CPSG230', 'CPSG240', 'CPSG250', 'CPSP359G', 'GEOL102', 'GEOL204', 'BSCI333', 'CPSG100', 'CPSG200', 'GEOL104', 'GEOL331', 'GEOL386']",4.35,Thomas Holtz,holtz,49,40,0.3437273770570755
"['BSCI338K', 'BSCI222', 'BIOL708V', 'BSCI339B', 'BIOL608K', 'BIOL608C', 'BIOL608L', 'BISI899', 'BSCI339V', 'BSCI222', 'BIOL709X', 'BISI899', 'BISI899', 'BSCI222']",4.04,Thomas Kocher,kocher,14,25,-0.2031543207168579
"['CCJS320', 'CCJS320', 'CCJS318C', 'CCJS320', 'CCJS318C', 'CCJS320', 'CCJS320', 'CCJS318C', 'CCJS320', 'CCJS318C', 'CCJS320', 'CCJS318C', 'CCJS320']",4.8,Thomas Mauriello,mauriello,13,10,0.6039361655712128
"['COMM107', 'COMM200', 'EXST010', 'COMM301']",4.9,Thomas McCloskey,mccloskey,4,20,0.8078744620084762
"['GEMS104', 'HIST405', 'CPSP227', 'HIST619T', 'HIST205', 'HIST329X', 'HIST408F', 'CPSS225', 'HIST428T', 'HIST396', 'HIST428P', 'HIST638P', 'HIST407', 'HIST408O', 'HIST329X', 'HIST405', 'CPSS225', 'HIST428P']",3.4,Thomas Zeller,zeller,18,10,-0.24317997694015503
"['KNES689W', 'KNES689D', 'KNES497', 'KNES385', 'KNES689M', 'KNES289W', 'KNES385H', 'KNES370', 'KNES370H', 'KNES476', 'KNES478', 'KNES477', 'KNES226', 'KNES226', 'KNES370', 'KNES370H', 'KNES478', 'KNES226', 'KNES370', 'KNES370H', 'KNES476', 'KNES478', 'KNES370', 'KNES370H', 'KNES477', 'KNES478', 'KNES370', 'KNES370', 'KNES370', 'KNES226', 'KNES370', 'KNES370H', 'KNES476', 'KNES478', 'KNES370', 'KNES370H', 'KNES477', 'KNES478', 'KNES226', 'KNES370', 'KNES476', 'KNES478']",4.0,Tim Kiemel,kiemel,42,22,0.02064300396225669
"['AOSC200', 'AOSC493', 'AOSC494', 'AOSC658E', 'AOSC652', 'AOSC499', 'AOSC798', 'AOSC200C', 'AOSC200', 'AOSC200', 'AOSC200C', 'AOSC493', 'AOSC499', 'AOSC798', 'AOSC499', 'AOSC798', 'AOSC200', 'AOSC200C', 'AOSC493', 'AOSC200', 'AOSC200C', 'AOSC493']",4.1282,Timothy Canty,canty,22,39,0.5485240144607348
"['ENEE611', 'ENEE313', 'ENEE411', 'ENEE303', 'ENEE307', 'EDSP652', 'GEMS296', 'GEMS297', 'ENEE303', 'ENEE303', 'ENEE303H', 'ENEE611', 'ENEE303', 'ENEE307', 'ENEE611', 'ENEE307', 'ENEE303', 'ENEE307', 'ENEE303', 'ENEE611']",4.1,Timothy Horiuchi,horiuchi,20,20,0.3731593579053879
"['MATH130', 'MATH221', 'STAT400', 'MATH111', 'MATH131', 'MATH220', 'MATH241H', 'MATH140', 'MATH214', 'MATH241', 'STAT430', 'MATH141', 'MATH120', 'MATH115', 'SPHL601', 'SPHL602', 'SPHL603', 'SPHL610', 'ENES107', 'STAT430', 'STAT401', 'MATH140', 'MATH140H', 'STAT430', 'STAT430', 'STAT400', 'STAT430', 'STAT400', 'MATH140', 'STAT430', 'STAT430', 'MATH140', 'STAT430']",2.3444,Timothy Pilachowski,pilachowski,33,151,-0.5331184500890063
"['AMSC466', 'MATH462', 'AMSC460', 'MATH246H', 'MATH424', 'MATH241', 'MATH461', 'AMSC808V', 'AMSC666', 'MATH120', 'CMSC466', 'CMSC460', 'AMSC808F', 'CMSC666', 'MATH410', 'MATH464', 'MATH135', 'MATH401', 'AMSC660', 'CMSC660', 'AMSC661', 'CMSC661', 'AMSC460', 'CMSC460', 'AMSC460', 'AMSC663', 'CMSC460', 'CMSC663', 'MATH246', 'AMSC460', 'AMSC664', 'CMSC460', 'CMSC664', 'AMSC460', 'CMSC460', 'MATH121', 'AMSC460', 'CMSC460', 'AMSC460', 'CMSC460']",3.5769,Tobias von Petersdorff,petersdorff,40,26,0.1196576150564047
"['GVPT200', 'GVPT406', 'GVPT406H', 'GVPT761', 'GVPT808C', 'GVPT200', 'GVPT406', 'GVPT803', 'GVPT761', 'GVPT406']",3.9,Todd Allee,allee,10,10,0.30606409907341003
"['HLSC207', 'BSCI207', 'BSCI329', 'HONR239F', 'BSCI329H', 'BISI799', 'BSCI329H', 'BSCI329H']",4.3333,Todd Cooke,cooke_todd,8,18,-0.008505804671181573
"['LING200', 'LING311', 'LING240', 'LING499C', 'LING689T', 'LING888', 'LING311', 'LING499C', 'LING240', 'LING311', 'LING499C', 'LING888', 'LING200', 'LING311', 'LING499C', 'LING689T', 'LING240', 'LING311', 'LING499C', 'LING888', 'LING240', 'LING311', 'LING499C', 'LING689T', 'LING200', 'LING240', 'LING311', 'LING499C', 'LING888', 'LING449I']",4.52,Tonia Bleam,bleam,30,25,0.8320588231086731
"['GEOL100', 'GEOL120', 'GEOL322', 'EXST030', 'GEOL110', 'GEOL444', 'GEOL100', 'GEOL110', 'GEOL100', 'GEOL110', 'GEOL120', 'GEOL444', 'AOSC123', 'GEOL100', 'GEOL123', 'GEOL100', 'GEOL110', 'GEOL110', 'GEOL100', 'GEOL110', 'GEOL100', 'GEOL120', 'GEOL444', 'GEOL110', 'GEOL100', 'GEOL110', 'GEOL100', 'GEOL120', 'GEOL110']",2.7,Tracey Centorbi,centorbi,29,60,-0.510373427470525
"['PSYC757', 'PSYC355', 'PSYC888A', 'NACS728D', 'PSYC679A', 'PSYC611', 'PSYC789', 'PSYC468H', 'PSYC888A', 'PSYC355', 'PSYC899', 'PSYC355', 'PSYC355', 'PSYC355', 'PSYC611', 'PSYC355']",4.3,Tracy Riggins,riggins,16,10,0.3289291799068451
"['PSYC200', 'PSYC325', 'PSYC440', 'PSYC425', 'PSYC888C', 'PSYC300', 'PSYC200', 'PSYC425', 'PSYC200', 'PSYC425', 'PSYC440', 'PSYC300', 'PSYC425', 'PSYC200', 'PSYC478', 'PSYC479', 'PSYC200', 'PSYC300', 'PSYC200', 'PSYC300', 'PSYC200', 'PSYC425', 'PSYC440', 'PSYC300', 'PSYC425', 'PSYC200', 'PSYC425', 'PSYC440']",3.1029,Tracy Tomlinson,tomlinson,28,68,-0.21093435059575474
"['HLTH285', 'HLTH490', 'HLTH391', 'HLTH420', 'HLTH230', 'HLTH471', 'WMST471', 'HLTH785', 'HLTH106', 'EXST030', 'HLTH778', 'HLTH490H', 'SPHL100', 'HLTH490', 'HLTH471', 'HLTH471H', 'WGSS471', 'HLTH490', 'HLTH490H', 'SPHL100', 'HLTH490', 'HLTH490H', 'HLTH106', 'HLTH106', 'HLTH471', 'HLTH106', 'HLTH471', 'HLTH490', 'HLTH490H', 'SPHL100', 'SPHL479T', 'SPHL498T', 'HLTH289A', 'SPHL478', 'SPHL100']",3.8667,Tracy Zeeger,zeeger,35,15,0.2832448482513428
"['ENEE759D', 'ENEE140', 'ENEE757', 'ENEE657', 'CMSC858Z', 'ENEE459D', 'CMSC818V', 'HACS289', 'HACS287', 'HACS479', 'EDSP652', 'ENEE140', 'ENEE140', 'ENEE140', 'CMSC398R', 'ENEE140', 'ENEE140', 'CMSC398R']",3.5882,Tudor Dumitras,dumitras,18,17,0.18332947001737707
"['EPIB610', 'EPIB301', 'EPIB630', 'EPIB662', 'EPIB399', 'SPHL602', 'HLTH301', 'HLTH301H', 'EPIB898', 'EPIB899', 'SPHL601', 'EPIB301H', 'EPIB301', 'EPIB301', 'EPIB301H', 'EPIB630', 'EPIB788', 'EPIB898', 'EPIB899', 'EPIB301', 'EPIB399', 'EPIB301', 'EPIB301', 'EPIB399', 'EPIB301', 'EPIB301H', 'EPIB788', 'EPIB301', 'EPIB301', 'EPIB301H']",3.5294,Typhanye Dyer,dyer,30,17,-0.024225981796489042
"['LBSC602', 'LBSC713', 'INST607', 'LBSC791', 'INST352', 'INST614', 'INST615', 'INST709', 'INST809', 'INST810', 'INST152', 'INST208M', 'INST441', 'INST152', 'LBSC791', 'LBSC602', 'INST152', 'INST615', 'LBSC602', 'LBSC791', 'INST152', 'INST600', 'LBSC602', 'LBSC791', 'LBSC791', 'LBSC791', 'INST152', 'INST600', 'INST152', 'INST600', 'INST615']",4.9167,Ursula Gorham-Oscilowski,gorham-oscilowski,31,12,0.952336589495341
"['ENES221', 'ENME454', 'ENME371', 'ENME361', 'ENME472', 'ENME371', 'ENME472', 'ENME371', 'ENME454', 'ENME371', 'ENME361', 'ENES401', 'ENME401', 'ENME361', 'ENME371', 'ENME454', 'ENES401', 'ENME401', 'ENES401', 'ENME371', 'ENME401', 'ENES401', 'ENME371', 'ENME401', 'ENME454']",2.4211,Vincent Nguyen,nguyen_vincent,25,19,-0.17437268244592766
